category,region,row,reference_type,reference_id,field,original_value,applied_value,note
DUPLICATE_IDENTIFIER,R-II,144,ASSET,AST-001170,SerialNumber,0,MIGRATION DUPLICATE - 059 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,145,ASSET,AST-001171,SerialNumber,0,MIGRATION DUPLICATE - 060 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,146,ASSET,AST-001172,SerialNumber,0,MIGRATION DUPLICATE - 061 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,147,ASSET,AST-001173,SerialNumber,0,MIGRATION DUPLICATE - 062 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,148,ASSET,AST-001174,SerialNumber,0,MIGRATION DUPLICATE - 063 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,149,ASSET,AST-001175,SerialNumber,0,MIGRATION DUPLICATE - 064 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,150,ASSET,AST-001176,SerialNumber,0,MIGRATION DUPLICATE - 065 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,151,ASSET,AST-001177,SerialNumber,0,MIGRATION DUPLICATE - 066 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,152,SURVEYASSET,SRV-00056,SerialNumber,0,MIGRATION DUPLICATE - 015 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,153,SURVEYASSET,SRV-00057,SerialNumber,0,MIGRATION DUPLICATE - 016 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,154,SURVEYASSET,SRV-00058,SerialNumber,0,MIGRATION DUPLICATE - 017 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,156,ASSET,AST-001179,SerialNumber,0,MIGRATION DUPLICATE - 067 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,157,ASSET,AST-001180,SerialNumber,0,MIGRATION DUPLICATE - 068 - 0,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-II,163,ASSET,AST-001186,SerialNumber,MSBOA7O450103644,MIGRATION DUPLICATE - 069 - MSBOA7O450103644,SerialNumber duplicated in source data; disambiguated to remain unique.
UNRESOLVED_OWNER,R-II,242,FLEETVEHICLE,174,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
UNRESOLVED_OWNER,R-II,243,FLEETVEHICLE,175,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
DUPLICATE_IDENTIFIER,R-III,92,ASSET,AST-001295,SerialNumber,4CE301DH32,MIGRATION DUPLICATE - 070 - 4CE301DH32,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-IVA,56,ASSET,AST-001464,SerialNumber,1S11T5S16200GM0415Y3,MIGRATION DUPLICATE - 071 - 1S11T5S16200GM0415Y3,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,170,ASSET,AST-001907,SerialNumber,1562AFKAR2WWVA985GA,MIGRATION DUPLICATE - 072 - 1562AFKAR2WWVA985GA,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,188,ASSET,AST-001931,SerialNumber,NXEGZSP00330801C953400,MIGRATION DUPLICATE - 073 - NXEGZSP00330801C953400,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,217,ASSET,AST-001957,SerialNumber,NXEGZSP00330801AAB3400,MIGRATION DUPLICATE - 074 - NXEGZSP00330801AAB3400,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,221,ASSET,AST-001961,SerialNumber,NXEGZSP00330801E6A3400,MIGRATION DUPLICATE - 075 - NXEGZSP00330801E6A3400,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,222,ASSET,AST-001962,SerialNumber,SN-NXEGZSP00330801BCE3400,MIGRATION DUPLICATE - 076 - SN-NXEGZSP00330801BCE3400,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,242,SURVEYASSET,SRV-00104,SerialNumber,SN-Z6OST272200435,MIGRATION DUPLICATE - 018 - SN-Z6OST272200435,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-V,315,FLEETVEHICLE,350,PlateNumber,749 SNE,MIGRATION DUPLICATE - 001 - 749 SNE,PlateNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-VI,201,FLEETVEHICLE,370,PlateNumber,Y3-B065/SNC 1052/NFX 1661,MIGRATION DUPLICATE - 002 - Y3-B065/SNC 1052/NFX 1661,PlateNumber duplicated in source data; disambiguated to remain unique.
UNRESOLVED_OWNER,R-VI,201,FLEETVEHICLE,370,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
DUPLICATE_IDENTIFIER,NIR,25,ASSET,AST-002201,SerialNumber,4CE301DH65,MIGRATION DUPLICATE - 077 - 4CE301DH65,SerialNumber duplicated in source data; disambiguated to remain unique.
OVERSIZED_VALUE,NIR,93,ASSET,AST-002263,SerialNumber,CPU: 4CE301DH6D Keyboard:CT:BKSZU0BUEHD0Y2 Mouse: 9CP25123VX Monitor: CNC249167K UPS: 320225BN30000946 Printer: CN2BT2M0K3,CPU: 4CE301DH6D Keyboard:CT:BKSZU0BUEHD0Y2 Mouse: 9CP25123VX Monitor: CNC249167K UPS: 320225BN300009,"SerialNumber was 122 chars, exceeding the column's 100-char limit; truncated for storage."
OVERSIZED_VALUE,NIR,94,ASSET,AST-002264,SerialNumber,CPU: 4CE301DSHG Keyboard:9CP249QB2V Mouse: 9CP251372J Monitor: CNC2471FLM UPS: 320225BO30000606 Printer: CN2BT2M0H9,CPU: 4CE301DSHG Keyboard:9CP249QB2V Mouse: 9CP251372J Monitor: CNC2471FLM UPS: 320225BO30000606 Prin,"SerialNumber was 115 chars, exceeding the column's 100-char limit; truncated for storage."
OVERSIZED_VALUE,NIR,95,ASSET,AST-002265,SerialNumber,CPU: 4CE301DSPG Keyboard:9CP249Q9Y4 Mouse: 9CP25134MG Monitor: CNC2471FLJ UPS: 320225BN30000941 Printer: CN2BT2M1D5,CPU: 4CE301DSPG Keyboard:9CP249Q9Y4 Mouse: 9CP25134MG Monitor: CNC2471FLJ UPS: 320225BN30000941 Prin,"SerialNumber was 115 chars, exceeding the column's 100-char limit; truncated for storage."
OVERSIZED_VALUE,NIR,96,ASSET,AST-002266,SerialNumber,CPU: 4CE301DSS4 Keyboard:9CP249QB4H Mouse: 9CP251375R Monitor: CNC2471FLG UPS: 320225BN30000440 Printer: CN2BT2M1G6,CPU: 4CE301DSS4 Keyboard:9CP249QB4H Mouse: 9CP251375R Monitor: CNC2471FLG UPS: 320225BN30000440 Prin,"SerialNumber was 115 chars, exceeding the column's 100-char limit; truncated for storage."
OVERSIZED_VALUE,NIR,97,ASSET,AST-002267,SerialNumber,CPU: 4CE301DSQ6 Keyboard:9CP249Q9ZW Mouse: 9CP251375X Monitor : CNC2471FLW UPS: 320225BO30000684 Printer: CN2BT2M1D3,CPU: 4CE301DSQ6 Keyboard:9CP249Q9ZW Mouse: 9CP251375X Monitor : CNC2471FLW UPS: 320225BO30000684 Pri,"SerialNumber was 116 chars, exceeding the column's 100-char limit; truncated for storage."
DUPLICATE_IDENTIFIER,R-VII,100,FLEETVEHICLE,514,PlateNumber,SNC 1306,MIGRATION DUPLICATE - 003 - SNC 1306,PlateNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-VIII,364,FLEETVEHICLE,661,PlateNumber,Y3-B075/SNC 1049/NFX 1710,MIGRATION DUPLICATE - 004 - Y3-B075/SNC 1049/NFX 1710,PlateNumber duplicated in source data; disambiguated to remain unique.
UNRESOLVED_OWNER,R-VIII,364,FLEETVEHICLE,661,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
DUPLICATE_IDENTIFIER,R-IX,47,ASSET,AST-002644,SerialNumber,VNA99R7H; KNUJ20020; EL4322C01306; GM041ASZ,MIGRATION DUPLICATE - 078 - VNA99R7H; KNUJ20020; EL4322C01306; GM041ASZ,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-X,203,FLEETVEHICLE,761,PlateNumber,SNC 1132,MIGRATION DUPLICATE - 005 - SNC 1132,PlateNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XI,66,ASSET,AST-002973,SerialNumber,1S11T5S16200GM0418LJ,MIGRATION DUPLICATE - 079 - 1S11T5S16200GM0418LJ,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XI,110,ASSET,AST-003017,SerialNumber,1S11T5S16200GM041B5A,MIGRATION DUPLICATE - 080 - 1S11T5S16200GM041B5A,SerialNumber duplicated in source data; disambiguated to remain unique.
UNRESOLVED_OWNER,R-XI,241,FLEETVEHICLE,856,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
DUPLICATE_IDENTIFIER,R-XII,4,ASSET,AST-003100,SerialNumber,RNK2700202,MIGRATION DUPLICATE - 081 - RNK2700202,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XII,25,ASSET,AST-003121,SerialNumber,1S11T5S16200GM041B08,MIGRATION DUPLICATE - 082 - 1S11T5S16200GM041B08,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XII,90,ASSET,AST-003188,SerialNumber,1S11T5S16200GM0418HZ,MIGRATION DUPLICATE - 083 - 1S11T5S16200GM0418HZ,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XII,110,ASSET,AST-003208,SerialNumber,4CE301DSN1,MIGRATION DUPLICATE - 084 - 4CE301DSN1,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XII,117,ASSET,AST-003215,SerialNumber,4CE301DH6T,MIGRATION DUPLICATE - 085 - 4CE301DH6T,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XII,120,ASSET,AST-003218,SerialNumber,4CE301DH8T,MIGRATION DUPLICATE - 086 - 4CE301DH8T,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,R-XII,272,FLEETVEHICLE,960,PlateNumber,SNC 1202,MIGRATION DUPLICATE - 006 - SNC 1202,PlateNumber duplicated in source data; disambiguated to remain unique.
UNRESOLVED_OWNER,R-XII,274,FLEETVEHICLE,962,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
DUPLICATE_IDENTIFIER,CARAGA,55,ASSET,AST-003326,SerialNumber,SN: 1S11T5S16200GM041AW8,MIGRATION DUPLICATE - 087 - SN: 1S11T5S16200GM041AW8,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,CARAGA,85,ASSET,AST-003356,SerialNumber,SN: 1S11T5S16200GM0418I2,MIGRATION DUPLICATE - 088 - SN: 1S11T5S16200GM0418I2,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,CARAGA,159,ASSET,AST-003427,SerialNumber,MSB0A7O4S0103891,MIGRATION DUPLICATE - 089 - MSB0A7O4S0103891,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,CARAGA,160,ASSET,AST-003428,SerialNumber,MSB0A7O4S0103867,MIGRATION DUPLICATE - 090 - MSB0A7O4S0103867,SerialNumber duplicated in source data; disambiguated to remain unique.
UNRESOLVED_OWNER,CARAGA,241,FLEETVEHICLE,1032,EmployeeID,,PERS-00000,No resolvable owner in source; assigned to migration sentinel personnel record for later reassignment.
DUPLICATE_IDENTIFIER,DENR,20,ASSET,AST-003457,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 091 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,21,ASSET,AST-003458,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 092 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,22,ASSET,AST-003459,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 093 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,23,ASSET,AST-003460,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 094 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,24,ASSET,AST-003461,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 095 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,25,ASSET,AST-003462,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 096 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,26,ASSET,AST-003463,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 097 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,27,ASSET,AST-003464,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 098 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,28,ASSET,AST-003465,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 099 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,29,ASSET,AST-003466,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 100 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,30,ASSET,AST-003467,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 101 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,31,ASSET,AST-003468,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 102 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,32,ASSET,AST-003469,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 103 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,33,ASSET,AST-003470,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 104 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,34,ASSET,AST-003471,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 105 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,35,ASSET,AST-003472,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 106 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,36,ASSET,AST-003473,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 107 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,37,ASSET,AST-003474,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 108 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,38,ASSET,AST-003475,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 109 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,39,ASSET,AST-003476,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 110 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,40,ASSET,AST-003477,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 111 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,41,ASSET,AST-003478,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 112 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,42,ASSET,AST-003479,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 113 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,43,ASSET,AST-003480,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 114 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
DUPLICATE_IDENTIFIER,DENR,44,ASSET,AST-003481,SerialNumber,k24003n0163072,MIGRATION DUPLICATE - 115 - k24003n0163072,SerialNumber duplicated in source data; disambiguated to remain unique.
